1.012223,2.004996,-6.471623
0.420985,3.669602,-19.800229
7.007168,8.172036,-20.180657
3.464566,8.666545,-40.991547
6.931970,3.449105,14.203455
4.717979,4.549050,-5.908721
6.393703,4.247878,3.096722
1.234236,2.193023,-4.515111
2.641995,2.177131,0.283877
3.078737,3.297952,-4.860697
9.668218,7.205758,-0.077318
5.260178,8.942467,-33.121428
4.369204,6.078656,-18.175295
2.313261,5.864235,-26.545436
3.042353,2.933837,-1.111037
0.949094,9.764999,-58.053697
3.751579,7.040017,-26.629077
0.102110,3.682842,-22.187954
9.654019,4.084741,21.896215
8.976282,3.901696,19.527575
1.630913,4.336187,-20.311806
1.804412,7.820703,-42.883881
7.674307,7.544181,-12.852757
2.103571,2.469855,-3.644351
9.754387,9.333389,-12.086306
6.163824,0.710232,29.130879
5.831115,3.996254,4.908712
4.651353,2.364154,10.000743
1.723891,4.201553,-19.661609
6.271007,1.877860,21.232723
4.902445,0.487075,26.016981
4.541539,8.954171,-38.537452
4.128867,5.230864,-12.704863
4.765315,0.291770,23.930279
8.070502,7.478821,-7.747215
4.233167,0.104752,24.137998
8.872495,1.110232,39.045775
6.454237,5.544049,-3.105940
7.721676,1.793347,28.245277
8.406973,7.508179,-5.891592
3.006506,3.256643,-3.726664
0.543847,0.858281,1.026347
6.315475,2.249812,19.258112
3.723912,4.097500,-5.928005
5.777320,8.371274,-28.739998
4.569249,2.035812,11.645848
7.915750,6.994910,-6.080778
5.497766,7.529093,-21.632969
8.792410,2.525195,29.841907
5.638669,2.205168,14.350845
4.549023,7.593501,-27.794674
9.715199,9.884464,-17.853654
9.468743,6.561594,4.844226
2.242349,5.842554,-25.844599
0.252567,6.777290,-44.343116
2.592789,1.260758,6.435444
5.542564,8.834878,-28.873233
8.029290,0.561853,38.548101
3.220027,4.916268,-16.130998
2.072782,4.011766,-16.125892
3.141762,0.391983,15.453746
5.430883,8.166466,-26.373534
0.958130,9.700854,-61.240073
0.314552,3.078152,-18.463554
9.129612,9.750622,-19.659826
4.156993,6.564857,-19.784631
3.611326,9.309366,-44.589128
9.352253,5.879501,7.872725
7.852417,1.252410,33.455558
1.297085,4.187053,-21.287337
1.300155,7.371674,-41.265938
9.313370,0.402901,45.051494
8.400362,6.903525,-4.443570
4.544756,9.645399,-41.984892
1.396515,3.711000,-15.123679
5.310647,6.905225,-19.226157
7.084155,8.061467,-18.398170
5.834975,6.156215,-10.002282
8.711915,5.267089,11.481037
6.051202,5.334199,-2.621062
7.840460,7.679419,-12.365789
5.099105,5.316829,-9.477165
8.183613,3.583331,18.742755
3.515351,7.734127,-33.733760
1.032417,2.452715,-10.190303
5.805715,6.383667,-14.153976
7.801439,8.007142,-12.680771
4.024466,2.890665,4.286937
4.246510,0.718364,19.708761
8.973579,5.983295,3.816693
3.495427,7.947048,-35.464858
1.585773,2.092369,-3.079359
7.314268,8.954167,-22.441456
0.344074,9.389983,-59.063509
4.422660,7.566044,-28.780711
7.395527,4.546004,9.068084
8.060022,1.909101,29.308111
7.114785,1.292094,29.022780
0.207678,7.592730,-49.587331
6.769260,4.182775,6.706749
2.099162,5.227476,-23.952600
9.509385,3.932689,22.542732
2.859765,5.661994,-22.684007
7.441565,9.573239,-28.030996
2.536870,2.135848,1.514321
2.073086,1.628820,1.442490
3.577645,1.231709,12.087429
1.448169,7.634424,-44.683014
1.107665,1.923259,-5.804906
9.105523,3.355733,24.534569
6.180295,2.437834,16.020739
3.639708,0.023774,21.102250
3.420593,4.437630,-12.013904
8.638561,2.184256,30.755922
1.813577,7.739784,-41.215685
1.613372,5.868966,-30.256295
4.841576,5.883396,-13.529856
3.539432,6.865724,-27.998249
2.322158,9.683837,-52.533818
3.473041,1.123599,12.130148
8.371369,7.290383,-5.959329
7.303111,0.119738,39.922237
2.014442,1.027422,5.494386
5.408283,5.663912,-11.462486
8.514265,5.678615,4.536752
8.295372,8.391455,-14.260266
6.600164,9.600643,-30.711741
4.879140,2.887476,6.662078
0.978021,2.822248,-13.561777
1.162566,3.341003,-13.533360
1.381116,7.821706,-45.629163
3.303906,7.156887,-29.879178
9.727489,5.389631,15.105981
8.904939,4.213272,18.827994
3.984170,2.699920,5.417600
8.371024,0.427201,40.991977
8.464070,9.338302,-22.174569
4.293597,8.284037,-33.913972
5.190974,7.292127,-21.526593
5.714383,3.160330,8.802178
9.429596,7.208389,0.855148
8.522216,0.903282,39.153143
3.283338,7.691617,-33.988018
9.614351,2.848405,31.683727
1.427695,9.994107,-59.314367
8.606838,1.525642,33.589687
5.834903,5.687800,-7.133744
8.419924,0.095714,44.989359
4.453858,6.271057,-18.377220
5.459448,9.697978,-37.527390
3.527125,4.010256,-6.907637
2.753371,1.087491,9.509339
7.099366,6.479045,-8.672254
8.888665,8.768242,-14.252722
0.447718,2.691081,-14.101801
5.616070,7.635605,-24.349253
9.023937,3.382255,22.306200
4.204425,0.912522,18.558280
8.261502,4.106825,13.516881
2.227903,9.101738,-48.395645
4.486027,2.484113,7.934278
5.789896,9.280765,-32.841210
6.050448,9.148274,-29.961753
5.128984,7.568614,-24.361221
6.726299,5.640533,-1.890575
0.788654,7.184302,-43.433923
7.603362,6.009836,-0.339559
7.458821,7.862311,-14.836443
4.129061,0.881327,18.059710
8.692488,4.221317,16.822758
1.637609,0.638178,7.194804
0.948006,6.534590,-39.309719
7.515079,9.694727,-26.218146
4.874071,5.123852,-7.399329
5.555501,0.680502,24.991590
5.136603,5.062888,-8.091009
3.557693,0.756442,16.308352
0.706132,4.350758,-24.164243
9.934747,1.992884,40.089715
7.481817,4.569624,8.513766
1.636824,8.048169,-45.509633
7.840535,7.423709,-10.111097
5.441139,0.999641,22.923031
6.651803,3.030645,15.480956
1.541869,4.396528,-19.532476
1.133786,7.476248,-42.544991
9.838181,4.297807,22.014433
0.365984,9.589848,-60.041079
2.825592,9.659899,-50.445307
4.837735,9.698522,-42.303076
8.343410,5.724161,5.426514
0.628214,6.737883,-42.073616
3.680458,6.629260,-26.094790
3.544890,1.946269,8.015215
4.080460,4.738101,-10.503109
3.994469,4.969169,-11.765880
4.089137,3.546523,-2.390024
6.001223,2.219578,15.932546
0.674359,7.945601,-49.955264
1.099451,4.590563,-22.843600
6.183517,2.931618,13.409176
7.590399,4.055345,12.152194
3.706470,4.881796,-11.570997
7.236104,7.485736,-14.257940
2.085264,7.896646,-42.227949
6.310141,3.652891,8.045365
4.004102,1.599725,11.826216
0.810735,6.924895,-40.906384
2.792495,5.120277,-18.964262
1.903449,8.268906,-45.918960
8.538379,2.941600,25.332054
2.911223,4.557655,-14.465627
4.223739,5.262675,-11.727634
8.973659,1.916406,34.367437
7.799161,6.165261,0.002996
9.643735,1.425587,41.500951
9.589927,6.264796,7.888939
5.586768,0.221779,29.503246
3.500739,7.730126,-32.839377
4.298367,7.278058,-26.838571
8.379194,4.565005,13.918773
0.181397,7.724080,-50.120873
0.694796,6.813029,-42.397888
6.055604,1.683578,20.883308
6.786210,2.183145,21.325284
7.744459,7.609122,-9.742714
0.419089,4.672759,-26.605628
1.741318,2.956221,-10.200966
9.173197,4.191285,20.811355
1.143693,9.167310,-56.367524
6.203513,2.693696,15.685216
4.508560,5.207822,-12.165449
4.201635,1.790380,11.735711
